arxiv,date,cites,title,authors,flags,sources,doi,abstract_400
1502.05922,2015-02-20,22,How can we tell whether dark energy is composed of multiple fields?,"Vardanyan, Valeri; Amendola, Luca",scalar-coupled,inspire:citing_1407.4331,10.1103/PhysRevD.92.024009,Dark energy is often assumed to be composed of a single scalar field. The background cosmic expansion is not sufficient to determine whether this is true or not. We study multifield scalar-tensor models with a general dark matter source and write the observable modified gravity parameters (effective gravitational constant and anisotropic stress) in the form of a ratio of polynomials in the Fourier
1502.05706,2015-02-19,80,UV properties of Galileons: Spectral Densities,"Keltner, Luke; Tolley, Andrew J.",,inspire:citing_1206.3852;inspire:citing_1308.1647,,"We propose a picture for the UV properties of Galileon field theories. We conjecture that Galileons, and all theories incorporating the Vainshtein mechanism, fall into Jaffe's class of `non-localizable' field theories characterized by an exponential growth in their Kallen-Lehmann spectral densities. Similar properties have been argued to arise for Little String Theories and M-theory. For such theo"
1502.03988,2015-02-13,33,Consistent metric combinations in cosmology of massive bigravity,"Nersisyan, Henrik; Akrami, Yashar; Amendola, Luca",bimetric,arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436;inspire:ft_higuchi_varying,10.1103/PhysRevD.92.104034,"Massive bigravity models are interesting alternatives to standard cosmology. In most cases, however, these models have been studied for a simplified scenario in which both metrics take homogeneous and isotropic forms [Friedmann-Lemaître-Robertson-Walker (FLRW)] with the same spatial curvatures. The interest to consider more general geometries arises, in particular, in view of the difficulty so far"
1502.00463,2015-02-02,1,Decoupling solution moduli of bigravity,"Yılmaz, Nejat Tevfik","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1404.0008;inspire:citing_1407.4331,10.1016/j.dark.2016.10.004,"A complete classification of exact solutions of ghost-free, massive bigravity is derived which enables the dynamical decoupling of the background, and the foreground metrics. The general decoupling solution space of the two metrics is constructed. Within this branch of the solution space the foreground metric theory becomes general relativity (GR) with an additional effective cosmological constant"
1501.07796,2015-01-30,19,Revisiting perturbations in extended quasidilaton massive gravity,"Heisenberg, Lavinia",varying,arxiv:idlist_2;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:ft_higuchi_varying,10.1088/1475-7516/2015/04/010,"In this work we study the theory of extended quasidilaton massive gravity together with the presence of matter fields. After discussing the homogeneous and isotropic fully dynamical background equations, which governs the exact expansion history of the universe, we consider small cosmological perturbations around these general FLRW solutions. The stability of tensor, vector and scalar perturbation"
1501.07600,2015-01-29,139,Hidden symmetry of the Galileon,"Hinterbichler, Kurt; Joyce, Austin",,inspire:citing_1308.1647,10.1103/PhysRevD.92.023503,"We show that there is a special choice of parameters for which the Galileon theory is invariant under an enhanced shift symmetry whose nonlinear part is quadratic in the coordinates. This symmetry fixes the theory to be equivalent to one with only even powers of the field, with no free coefficients, and accounts for the improved soft-limit behavior observed in the quartic Galileon S-matrix."
1501.07274,2015-01-28,1736,Testing General Relativity with Present and Future Astrophysical Observations,"Berti, Emanuele; Barausse, Enrico; Cardoso, Vitor; Gualtieri, Leonardo",,inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331,10.1088/0264-9381/32/24/243001,"One century after its formulation, Einstein's general relativity (GR) has made remarkable predictions and turned out to be compatible with all experimental tests. Most of these tests probe the theory in the weak-field regime, and there are theoretical and experimental reasons to believe that GR should be modified when gravitational fields are strong and spacetime curvature is large. The best astro"
1501.02790,2015-01-12,64,Cosmology in bimetric theory with an effective composite coupling to matter,"Gumrukcuoglu, A. Emir; Heisenberg, Lavinia; Mukohyama, Shinji; Tanahashi, Norihiro","gradient,bimetric,ghost",arxiv:bimetric_gradient;arxiv:bimetric_recent;arxiv:idlist_status;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:ft_higuchi_varying,10.1088/1475-7516/2015/04/008,"We study the cosmology of bimetric theory with a composite matter coupling. We find two possible branches of background evolution. We investigate the question of stability of cosmological perturbations. For the tensor and vector perturbations, we derive conditions on the absence of ghost and gradient instabilities. For the scalar modes, we obtain conditions for avoiding ghost degrees. In the first"
1501.02140,2015-01-09,45,Integrated Sachs-Wolfe effect in massive bigravity,"Enander, Jonas; Akrami, Yashar; Mörtsell, Edvard; Renneby, Malin","bimetric,ghost",arxiv:bimetric_recent;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:citing_1503.07436;inspire:ft_higuchi_varying,10.1103/PhysRevD.91.084046,"We study the integrated Sachs-Wolfe (ISW) effect in ghost-free, massive bigravity. We focus on the infinite-branch bigravity (IBB) model which exhibits viable cosmic expansion histories and stable linear perturbations, while the cosmological constant is set to zero and the late-time accelerated expansion of the Universe is due solely to the gravitational interaction terms. The ISW contribution to "
1501.00864,2015-01-05,63,Cosmology of bigravity with doubly coupled matter,"Comelli, Denis; Crisostomi, Marco; Koyama, Kazuya; Pilo, Luigi","varying,bimetric",arxiv:bimetric_recent;arxiv:idlist_2;inspire:citing_1407.4331;inspire:citing_1410.0207,10.1088/1475-7516/2015/04/026,"We study cosmology in the bigravity formulation of the dRGT model where matter couples to both metrics. At linear order in perturbation theory two mass scales emerge: an hard one from the dRGT potential, and an environmental dependent one from the coupling of bigravity with matter. At early time, the dynamics is dictated by the second mass scale which is of order of the Hubble scale. The set of ga"
,2015-01,2,On the Cosmology of Massive Bigravity,"Crisostomi, M.; Comelli, D.; Pilo, L.",bimetric,inspire:citing_1404.0008;inspire:citing_1410.0207,10.1393/ncc/i2015-15030-5,
,2015,5,Cosmological Applications of Massive Gravity,"Tolley, Andrew J.","varying,bimetric",inspire:citing_1206.3852;inspire:citing_1308.1647,10.1007/978-3-319-10070-8_8,Models of modified gravity in the infrared are especially appealing for their late-time cosmology. We review different models before focusing on the cosmology of massive gravity. We start by information derived from its decoupling limit where a self-acceleration solution can be found but suffers from strong coupling issues in the vector modes. This feature is carried through for most FRW self-acce
,2015,1,Nonlinear Massive Gravity and Cosmology,"Mukohyama, Shinji",ghost,inspire:citing_1206.3852,10.1142/9789814623995_0026,"We review cosmological solutions and their stability in nonlinear massive gravity. After constructing homogeneous and isotropic solutions, we show that they suffer from ghost instability. We then find new attractor solutions, in which the physical metric is of FRW type but anisotropy in the fiducial metric leads to statistical anisotropy of perturbations."
,2015,0,Cosmic tests of massive gravity,"Enander, Jonas",,inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207,,"Massive gravity is an extension of general relativity where the graviton, which mediates gravitational interactions, has a non-vanishing mass. The first steps towards formulating a theory of massive gravity were made by Fierz and Pauli in 1939, but it took another 70 years until a consistent theory of massive gravity was written down. This thesis investigates the phenomenological implications of t"
,2015,0,A Model-Independent Approach to Dark Energy Cosmologies: Current and Future Constraints,"Guarnizo Trilleras, Alejandro",,inspire:citing_1410.0207,10.11588/heidok.00020369,The effective anisotropic stress eta = − Phi/Psi is a key variable in the characterisation of the physical origin of the dark energy. It is however important to use a fully model-independent approach when measuring eta to avoid introducing a theoretical bias into the results. We forecast the precision with which future large surveys can determine eta in a way that only relies on directly observabl
1412.8471,2014-12-29,15,Coupling between Galileon and massive gravity with composite metrics,"Gao, Xian; Yoshida, Daisuke","scalar-coupled,ghost",inspire:citing_1206.3852;inspire:citing_1404.0008,10.1103/PhysRevD.92.044057,"We investigate the coupling between a Galileon scalar field and massive gravity through composite metrics. We derive the full set of equations of motion for a flat Friedmann-Robertson-Walker background, and study linear perturbations around it. Generally, the nonminimal coupling with the composite metric will excite all 6 degrees of freedom of the spatial metric perturbations, one of which may cor"
1412.5979,2014-12-18,70,Gravitational waves in bigravity cosmology,"Cusin, Giulia; Durrer, Ruth; Guarato, Pietro; Motta, Mariele",bimetric,arxiv:bimetric_recent;arxiv:idlist_status;inspire:citing_1206.3852;inspire:citing_1308.1647;inspire:citing_1404.0008;inspire:citing_1407.4331;inspire:citing_1410.0207;inspire:ft_genhiguchi,10.1088/1475-7516/2015/05/030,In this paper we study gravitational wave perturbations in a cosmological setting of bigravity which can reproduce the ΛCDM background and large scale structure. We show that in general gravitational wave perturbations are unstable and only for very fine tuned initial conditions such a cosmology is viable. We quantify this fine tuning. We argue that similar fine tuning is also required in the scal
